utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,10.17 W,10.9,1723.95,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,1724.98,
0 %, 3 MiB, 24576 MiB,10.39 W,11.1,1726.02,
0 %, 3 MiB, 24576 MiB,9.58 W,12.7,1727.05,
0 %, 3 MiB, 24576 MiB,9.54 W,10.8,1728.09,
0 %, 3 MiB, 24576 MiB,9.81 W,11.1,1729.13,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,1730.16,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,1731.2,
0 %, 3 MiB, 24576 MiB,9.88 W,10.8,1732.23,
0 %, 3 MiB, 24576 MiB,9.51 W,10.9,1733.27,
0 %, 3 MiB, 24576 MiB,9.47 W,10.9,1734.3,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,1735.34,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,1736.37,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,1737.41,
0 %, 3 MiB, 24576 MiB,9.85 W,10.9,1738.45,
0 %, 3 MiB, 24576 MiB,9.56 W,10.7,1739.48,
0 %, 3 MiB, 24576 MiB,9.62 W,11.0,1740.52,
0 %, 3 MiB, 24576 MiB,9.70 W,11.8,1741.56,
0 %, 3 MiB, 24576 MiB,9.88 W,11.0,1742.6,
0 %, 3 MiB, 24576 MiB,9.91 W,10.8,1743.63,
0 %, 3 MiB, 24576 MiB,9.49 W,11.3,1744.67,
0 %, 3 MiB, 24576 MiB,9.64 W,11.0,1745.71,
0 %, 3 MiB, 24576 MiB,9.19 W,11.0,1746.74,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,1747.78,
0 %, 3 MiB, 24576 MiB,9.58 W,10.8,1748.81,
0 %, 3 MiB, 24576 MiB,10.04 W,11.1,1749.85,
0 %, 3 MiB, 24576 MiB,9.77 W,11.1,1750.89,
0 %, 3 MiB, 24576 MiB,9.37 W,11.0,1751.92,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,1752.95,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,1753.98,
0 %, 3 MiB, 24576 MiB,9.98 W,10.9,1755.02,
0 %, 3 MiB, 24576 MiB,9.55 W,10.9,1756.05,
0 %, 3 MiB, 24576 MiB,9.84 W,11.6,1757.09,
0 %, 3 MiB, 24576 MiB,9.21 W,11.6,1758.12,
0 %, 3 MiB, 24576 MiB,9.71 W,11.4,1759.15,
0 %, 3 MiB, 24576 MiB,9.88 W,10.9,1760.19,
0 %, 3 MiB, 24576 MiB,9.53 W,10.8,1761.22,
0 %, 3 MiB, 24576 MiB,10.02 W,10.8,1762.25,
0 %, 3 MiB, 24576 MiB,9.87 W,11.3,1763.29,
0 %, 3 MiB, 24576 MiB,9.47 W,11.0,1764.32,
0 %, 3 MiB, 24576 MiB,9.45 W,11.1,1765.36,
0 %, 3 MiB, 24576 MiB,9.60 W,10.9,1766.39,
0 %, 3 MiB, 24576 MiB,9.89 W,11.0,1767.42,
0 %, 3 MiB, 24576 MiB,9.90 W,12.1,1768.46,
0 %, 3 MiB, 24576 MiB,9.49 W,11.0,1769.5,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,1770.53,
0 %, 3 MiB, 24576 MiB,9.33 W,11.6,1771.57,
0 %, 3 MiB, 24576 MiB,9.27 W,10.9,1772.61,
0 %, 3 MiB, 24576 MiB,9.83 W,10.9,1773.65,
0 %, 3 MiB, 24576 MiB,9.62 W,11.3,1774.68,
0 %, 3 MiB, 24576 MiB,9.43 W,10.8,1775.72,
0 %, 3 MiB, 24576 MiB,9.49 W,10.8,1776.76,
0 %, 3 MiB, 24576 MiB,9.35 W,11.1,1777.79,
0 %, 3 MiB, 24576 MiB,9.75 W,11.1,1778.82,
0 %, 3 MiB, 24576 MiB,9.57 W,11.2,1779.86,
0 %, 3 MiB, 24576 MiB,10.29 W,11.0,1780.9,
0 %, 3 MiB, 24576 MiB,10.14 W,10.9,1781.93,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,1782.97,
0 %, 3 MiB, 24576 MiB,9.47 W,10.8,1784.01,
0 %, 3 MiB, 24576 MiB,9.39 W,10.8,1785.04,
0 %, 3 MiB, 24576 MiB,10.01 W,10.8,1786.07,
0 %, 3 MiB, 24576 MiB,9.26 W,11.3,1787.11,
0 %, 3 MiB, 24576 MiB,9.27 W,10.8,1788.14,
0 %, 3 MiB, 24576 MiB,9.46 W,10.7,1789.17,
0 %, 3 MiB, 24576 MiB,9.31 W,11.5,1790.21,
0 %, 3 MiB, 24576 MiB,9.10 W,10.8,1791.24,
0 %, 3 MiB, 24576 MiB,8.99 W,10.8,1792.27,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,1793.31,
0 %, 3 MiB, 24576 MiB,9.53 W,10.9,1794.34,
0 %, 3 MiB, 24576 MiB,9.33 W,11.2,1795.37,
0 %, 3 MiB, 24576 MiB,9.02 W,10.7,1796.4,
0 %, 3 MiB, 24576 MiB,9.46 W,10.9,1797.44,
0 %, 3 MiB, 24576 MiB,9.50 W,11.0,1798.47,
0 %, 3 MiB, 24576 MiB,9.25 W,11.0,1799.5,
0 %, 3 MiB, 24576 MiB,9.53 W,11.0,1800.54,
0 %, 3 MiB, 24576 MiB,9.30 W,11.5,1801.57,
0 %, 3 MiB, 24576 MiB,9.13 W,10.9,1802.6,
0 %, 3 MiB, 24576 MiB,9.29 W,10.8,1803.64,
0 %, 3 MiB, 24576 MiB,9.33 W,11.3,1804.67,
0 %, 3 MiB, 24576 MiB,9.56 W,10.8,1805.7,
0 %, 3 MiB, 24576 MiB,9.60 W,11.1,1806.74,
0 %, 3 MiB, 24576 MiB,9.60 W,10.8,1807.77,
0 %, 3 MiB, 24576 MiB,9.73 W,11.0,1808.8,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,1809.84,
0 %, 3 MiB, 24576 MiB,9.56 W,11.3,1810.87,
0 %, 3 MiB, 24576 MiB,9.61 W,10.9,1811.9,
0 %, 3 MiB, 24576 MiB,9.61 W,10.8,1812.94,
0 %, 3 MiB, 24576 MiB,10.06 W,10.9,1813.97,
0 %, 3 MiB, 24576 MiB,9.95 W,11.0,1815.0,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,1816.04,
0 %, 3 MiB, 24576 MiB,9.81 W,11.6,1817.07,
0 %, 3 MiB, 24576 MiB,10.41 W,12.1,1818.11,
0 %, 3 MiB, 24576 MiB,10.10 W,11.5,1819.14,
0 %, 3 MiB, 24576 MiB,9.99 W,11.3,1820.17,
0 %, 3 MiB, 24576 MiB,9.92 W,11.4,1821.21,
0 %, 3 MiB, 24576 MiB,10.23 W,11.1,1822.24,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,1823.27,
0 %, 3 MiB, 24576 MiB,9.99 W,10.7,1824.31,
0 %, 3 MiB, 24576 MiB,9.79 W,11.3,1825.34,
0 %, 3 MiB, 24576 MiB,9.80 W,11.1,1826.37,
0 %, 3 MiB, 24576 MiB,9.91 W,10.7,1827.41,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,1828.44,
0 %, 3 MiB, 24576 MiB,9.70 W,10.9,1829.47,
0 %, 3 MiB, 24576 MiB,9.81 W,11.0,1830.5,
0 %, 3 MiB, 24576 MiB,9.91 W,11.6,1831.54,
0 %, 3 MiB, 24576 MiB,9.37 W,11.2,1832.57,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,1833.61,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,1834.64,
0 %, 3 MiB, 24576 MiB,9.87 W,11.2,1835.67,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,1836.7,
0 %, 3 MiB, 24576 MiB,9.50 W,11.0,1837.74,
0 %, 3 MiB, 24576 MiB,9.22 W,10.9,1838.77,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,1839.8,
0 %, 3 MiB, 24576 MiB,10.07 W,11.3,1840.84,
0 %, 3 MiB, 24576 MiB,10.09 W,10.8,1841.87,
0 %, 3 MiB, 24576 MiB,9.46 W,10.7,1842.9,
0 %, 3 MiB, 24576 MiB,9.42 W,10.9,1843.94,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,1844.97,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,1846.0,
0 %, 3 MiB, 24576 MiB,9.37 W,12.0,1847.04,
0 %, 3 MiB, 24576 MiB,9.50 W,10.9,1848.07,
0 %, 3 MiB, 24576 MiB,9.56 W,11.0,1849.1,
0 %, 3 MiB, 24576 MiB,9.72 W,11.2,1850.14,
0 %, 3 MiB, 24576 MiB,9.75 W,11.0,1851.17,
0 %, 3 MiB, 24576 MiB,9.86 W,10.8,1852.2,
0 %, 3 MiB, 24576 MiB,10.08 W,10.8,1853.24,
0 %, 3 MiB, 24576 MiB,9.80 W,10.6,1854.27,
0 %, 3 MiB, 24576 MiB,9.92 W,10.8,1855.3,
0 %, 3 MiB, 24576 MiB,9.59 W,11.4,1856.34,
0 %, 3 MiB, 24576 MiB,9.38 W,11.0,1857.37,
0 %, 3 MiB, 24576 MiB,9.19 W,10.8,1858.4,
0 %, 3 MiB, 24576 MiB,9.55 W,11.0,1859.44,
0 %, 3 MiB, 24576 MiB,9.76 W,11.1,1860.47,
0 %, 3 MiB, 24576 MiB,9.69 W,11.7,1861.5,
0 %, 3 MiB, 24576 MiB,9.92 W,11.1,1862.54,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,1863.57,
0 %, 3 MiB, 24576 MiB,9.43 W,10.7,1864.6,
0 %, 3 MiB, 24576 MiB,9.87 W,11.4,1865.64,
0 %, 3 MiB, 24576 MiB,10.10 W,10.9,1866.67,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,1867.7,
0 %, 3 MiB, 24576 MiB,9.57 W,10.8,1868.74,
0 %, 3 MiB, 24576 MiB,9.48 W,10.8,1869.77,
0 %, 3 MiB, 24576 MiB,9.67 W,11.1,1870.8,
0 %, 3 MiB, 24576 MiB,9.48 W,10.9,1871.84,
0 %, 3 MiB, 24576 MiB,10.10 W,11.1,1872.87,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,1873.9,
0 %, 3 MiB, 24576 MiB,9.70 W,10.9,1874.93,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,1875.97,
0 %, 3 MiB, 24576 MiB,9.82 W,11.6,1877.0,
0 %, 3 MiB, 24576 MiB,9.16 W,10.9,1878.04,
0 %, 3 MiB, 24576 MiB,9.19 W,11.6,1879.07,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,1880.1,
0 %, 3 MiB, 24576 MiB,9.82 W,11.1,1881.14,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,1882.17,
0 %, 3 MiB, 24576 MiB,9.97 W,10.8,1883.2,
0 %, 3 MiB, 24576 MiB,10.22 W,10.8,1884.24,
0 %, 3 MiB, 24576 MiB,9.98 W,10.9,1885.27,
0 %, 3 MiB, 24576 MiB,10.35 W,11.1,1886.31,
0 %, 3 MiB, 24576 MiB,10.10 W,11.0,1887.34,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,1888.37,
0 %, 3 MiB, 24576 MiB,9.19 W,10.9,1889.41,
0 %, 3 MiB, 24576 MiB,9.65 W,11.0,1890.44,
0 %, 3 MiB, 24576 MiB,9.69 W,11.4,1891.48,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,1892.51,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,1893.55,
0 %, 3 MiB, 24576 MiB,10.15 W,10.7,1894.58,
0 %, 3 MiB, 24576 MiB,9.69 W,10.9,1895.61,
0 %, 3 MiB, 24576 MiB,10.46 W,11.4,1896.65,
0 %, 3 MiB, 24576 MiB,9.65 W,11.0,1897.68,
0 %, 3 MiB, 24576 MiB,9.46 W,10.8,1898.71,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,1899.74,
0 %, 3 MiB, 24576 MiB,9.69 W,10.9,1900.78,
0 %, 3 MiB, 24576 MiB,9.38 W,11.3,1901.81,
0 %, 3 MiB, 24576 MiB,9.23 W,10.9,1902.84,
0 %, 3 MiB, 24576 MiB,9.46 W,10.8,1903.88,
0 %, 3 MiB, 24576 MiB,9.46 W,11.0,1904.91,
0 %, 3 MiB, 24576 MiB,9.40 W,10.8,1905.94,
0 %, 3 MiB, 24576 MiB,10.09 W,11.6,1906.98,
0 %, 3 MiB, 24576 MiB,9.83 W,10.8,1908.01,
0 %, 3 MiB, 24576 MiB,9.27 W,10.9,1909.04,
0 %, 3 MiB, 24576 MiB,9.16 W,11.0,1910.08,
0 %, 3 MiB, 24576 MiB,9.34 W,11.3,1911.11,
0 %, 3 MiB, 24576 MiB,9.62 W,10.8,1912.14,
0 %, 3 MiB, 24576 MiB,9.49 W,10.8,1913.18,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,1914.21,
0 %, 3 MiB, 24576 MiB,9.62 W,10.9,1915.24,
0 %, 3 MiB, 24576 MiB,10.11 W,11.1,1916.28,
0 %, 3 MiB, 24576 MiB,9.83 W,10.7,1917.31,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,1918.34,
0 %, 3 MiB, 24576 MiB,9.86 W,10.7,1919.38,
0 %, 3 MiB, 24576 MiB,9.83 W,10.8,1920.41,
0 %, 3 MiB, 24576 MiB,9.77 W,11.6,1921.44,
0 %, 3 MiB, 24576 MiB,9.46 W,10.9,1922.48,
0 %, 3 MiB, 24576 MiB,9.24 W,10.9,1923.51,
0 %, 3 MiB, 24576 MiB,8.85 W,11.0,1924.54,
0 %, 3 MiB, 24576 MiB,8.78 W,10.8,1925.58,
0 %, 3 MiB, 24576 MiB,9.54 W,11.3,1926.61,
0 %, 3 MiB, 24576 MiB,9.18 W,10.8,1927.64,
0 %, 3 MiB, 24576 MiB,9.26 W,10.8,1928.68,
0 %, 3 MiB, 24576 MiB,9.41 W,10.7,1929.71,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,1930.74,
0 %, 3 MiB, 24576 MiB,9.23 W,11.2,1931.78,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,1932.81,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,1933.84,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,1934.88,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,1935.91,
0 %, 3 MiB, 24576 MiB,9.32 W,11.7,1936.95,
0 %, 3 MiB, 24576 MiB,9.60 W,11.0,1937.98,
0 %, 3 MiB, 24576 MiB,9.38 W,11.6,1939.01,
0 %, 3 MiB, 24576 MiB,9.62 W,10.8,1940.05,
0 %, 3 MiB, 24576 MiB,9.79 W,11.0,1941.08,
0 %, 3 MiB, 24576 MiB,9.47 W,11.3,1942.11,
0 %, 3 MiB, 24576 MiB,8.88 W,11.0,1943.15,
0 %, 3 MiB, 24576 MiB,9.22 W,10.8,1944.18,
0 %, 3 MiB, 24576 MiB,9.00 W,10.9,1945.22,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,1946.25,
0 %, 3 MiB, 24576 MiB,9.51 W,11.5,1947.28,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,1948.32,
0 %, 3 MiB, 24576 MiB,9.56 W,11.0,1949.35,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,1950.38,
0 %, 3 MiB, 24576 MiB,9.67 W,11.4,1951.42,
0 %, 3 MiB, 24576 MiB,9.85 W,11.2,1952.45,
0 %, 3 MiB, 24576 MiB,9.76 W,10.7,1953.48,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,1954.52,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,1955.55,
0 %, 3 MiB, 24576 MiB,9.45 W,11.1,1956.58,
0 %, 3 MiB, 24576 MiB,9.54 W,11.1,1957.62,
0 %, 3 MiB, 24576 MiB,9.58 W,10.9,1958.65,
0 %, 3 MiB, 24576 MiB,9.49 W,10.7,1959.68,
0 %, 3 MiB, 24576 MiB,9.35 W,10.8,1960.72,
0 %, 3 MiB, 24576 MiB,9.57 W,11.2,1961.75,
0 %, 3 MiB, 24576 MiB,9.44 W,11.0,1962.78,
0 %, 3 MiB, 24576 MiB,9.37 W,10.9,1963.82,
0 %, 3 MiB, 24576 MiB,9.30 W,11.1,1964.85,
0 %, 3 MiB, 24576 MiB,9.68 W,10.8,1965.88,
0 %, 3 MiB, 24576 MiB,9.60 W,11.6,1966.92,
0 %, 3 MiB, 24576 MiB,9.42 W,10.7,1967.95,
0 %, 3 MiB, 24576 MiB,9.00 W,11.1,1968.99,
0 %, 3 MiB, 24576 MiB,9.38 W,10.6,1970.02,
0 %, 3 MiB, 24576 MiB,8.81 W,10.9,1971.05,
0 %, 3 MiB, 24576 MiB,9.38 W,11.4,1972.08,
0 %, 3 MiB, 24576 MiB,9.02 W,10.9,1973.12,
0 %, 3 MiB, 24576 MiB,9.86 W,10.8,1974.15,
0 %, 3 MiB, 24576 MiB,9.51 W,10.8,1975.18,
0 %, 3 MiB, 24576 MiB,9.78 W,10.9,1976.22,
0 %, 3 MiB, 24576 MiB,9.50 W,11.3,1977.25,
0 %, 3 MiB, 24576 MiB,9.77 W,11.1,1978.29,
0 %, 3 MiB, 24576 MiB,9.59 W,10.9,1979.32,
0 %, 3 MiB, 24576 MiB,9.79 W,10.8,1980.35,
0 %, 3 MiB, 24576 MiB,9.85 W,11.5,1981.39,
0 %, 3 MiB, 24576 MiB,9.70 W,11.0,1982.42,
0 %, 3 MiB, 24576 MiB,10.09 W,10.7,1983.45,
0 %, 3 MiB, 24576 MiB,10.12 W,10.8,1984.49,
0 %, 3 MiB, 24576 MiB,10.47 W,10.7,1985.52,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,1986.55,
0 %, 3 MiB, 24576 MiB,9.86 W,11.5,1987.59,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,1988.62,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,1989.65,
0 %, 3 MiB, 24576 MiB,9.65 W,11.1,1990.69,
0 %, 3 MiB, 24576 MiB,9.66 W,10.8,1991.72,
0 %, 3 MiB, 24576 MiB,9.87 W,11.2,1992.75,
0 %, 3 MiB, 24576 MiB,10.34 W,11.0,1993.79,
0 %, 3 MiB, 24576 MiB,10.20 W,11.2,1994.82,
0 %, 3 MiB, 24576 MiB,9.71 W,11.0,1995.85,
0 %, 3 MiB, 24576 MiB,9.65 W,11.9,1996.89,
0 %, 3 MiB, 24576 MiB,10.01 W,11.6,1997.92,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,1998.96,
0 %, 3 MiB, 24576 MiB,10.36 W,10.9,1999.99,
0 %, 3 MiB, 24576 MiB,10.23 W,10.9,2001.02,
0 %, 3 MiB, 24576 MiB,10.31 W,10.8,2002.06,
0 %, 3 MiB, 24576 MiB,9.99 W,11.3,2003.09,
0 %, 3 MiB, 24576 MiB,10.05 W,11.0,2004.12,
0 %, 3 MiB, 24576 MiB,9.88 W,10.8,2005.16,
0 %, 3 MiB, 24576 MiB,9.98 W,11.0,2006.19,
0 %, 3 MiB, 24576 MiB,9.46 W,11.1,2007.23,
0 %, 3 MiB, 24576 MiB,9.52 W,10.8,2008.26,
0 %, 3 MiB, 24576 MiB,9.76 W,11.1,2009.29,
0 %, 3 MiB, 24576 MiB,10.40 W,11.0,2010.33,
0 %, 3 MiB, 24576 MiB,9.65 W,12.5,2011.36,
0 %, 3 MiB, 24576 MiB,9.52 W,15.9,2012.4,
0 %, 3 MiB, 24576 MiB,9.28 W,11.0,2013.43,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,2014.47,
0 %, 3 MiB, 24576 MiB,9.63 W,10.8,2015.5,
0 %, 3 MiB, 24576 MiB,10.51 W,10.8,2016.53,
0 %, 3 MiB, 24576 MiB,10.82 W,11.3,2017.56,
0 %, 3 MiB, 24576 MiB,10.40 W,10.7,2018.6,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,2019.63,
0 %, 3 MiB, 24576 MiB,10.36 W,10.9,2020.67,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,2021.7,
0 %, 3 MiB, 24576 MiB,9.73 W,11.0,2022.73,
0 %, 3 MiB, 24576 MiB,10.33 W,10.9,2023.77,
0 %, 3 MiB, 24576 MiB,9.58 W,10.8,2024.8,
0 %, 3 MiB, 24576 MiB,10.12 W,11.1,2025.83,
0 %, 3 MiB, 24576 MiB,9.69 W,11.4,2026.87,
0 %, 3 MiB, 24576 MiB,9.82 W,10.8,2027.9,
0 %, 3 MiB, 24576 MiB,9.93 W,11.1,2028.93,
0 %, 3 MiB, 24576 MiB,9.70 W,10.8,2029.97,
0 %, 3 MiB, 24576 MiB,9.47 W,11.0,2031.0,
0 %, 3 MiB, 24576 MiB,9.68 W,10.9,2032.04,
0 %, 3 MiB, 24576 MiB,9.44 W,11.3,2033.07,
0 %, 3 MiB, 24576 MiB,9.58 W,11.0,2034.1,
0 %, 3 MiB, 24576 MiB,10.04 W,11.0,2035.14,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,2036.17,
0 %, 3 MiB, 24576 MiB,10.13 W,11.0,2037.2,
0 %, 3 MiB, 24576 MiB,10.27 W,11.1,2038.24,
0 %, 3 MiB, 24576 MiB,9.80 W,10.8,2039.27,
0 %, 3 MiB, 24576 MiB,10.19 W,10.8,2040.31,
0 %, 3 MiB, 24576 MiB,10.33 W,11.6,2041.34,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,2042.37,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,2043.41,
0 %, 3 MiB, 24576 MiB,10.26 W,11.1,2044.44,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,2045.47,
0 %, 3 MiB, 24576 MiB,9.82 W,10.9,2046.51,
0 %, 3 MiB, 24576 MiB,9.90 W,11.1,2047.54,
0 %, 3 MiB, 24576 MiB,9.97 W,11.3,2048.57,
0 %, 3 MiB, 24576 MiB,10.58 W,10.9,2049.61,
0 %, 3 MiB, 24576 MiB,10.69 W,10.9,2050.64,
0 %, 3 MiB, 24576 MiB,10.57 W,10.7,2051.68,
0 %, 3 MiB, 24576 MiB,10.15 W,11.4,2052.71,
0 %, 3 MiB, 24576 MiB,9.73 W,10.7,2053.74,
0 %, 3 MiB, 24576 MiB,9.97 W,10.8,2054.78,
0 %, 3 MiB, 24576 MiB,9.99 W,11.1,2055.81,
0 %, 3 MiB, 24576 MiB,10.02 W,11.5,2056.85,
0 %, 3 MiB, 24576 MiB,9.83 W,11.0,2057.88,
0 %, 3 MiB, 24576 MiB,9.64 W,11.6,2058.91,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,2059.95,
0 %, 3 MiB, 24576 MiB,9.90 W,11.0,2060.98,
0 %, 3 MiB, 24576 MiB,10.50 W,10.9,2062.02,
0 %, 3 MiB, 24576 MiB,9.89 W,11.1,2063.05,
0 %, 3 MiB, 24576 MiB,9.78 W,11.0,2064.08,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,2065.12,
0 %, 3 MiB, 24576 MiB,9.79 W,10.9,2066.15,
0 %, 3 MiB, 24576 MiB,9.71 W,10.8,2067.19,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,2068.22,
0 %, 3 MiB, 24576 MiB,9.62 W,11.0,2069.26,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,2070.29,
0 %, 3 MiB, 24576 MiB,10.09 W,11.6,2071.32,
0 %, 3 MiB, 24576 MiB,9.71 W,11.1,2072.36,
0 %, 3 MiB, 24576 MiB,9.85 W,11.1,2073.39,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,2074.42,
0 %, 3 MiB, 24576 MiB,10.22 W,11.0,2075.45,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,2076.49,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,2077.52,
0 %, 3 MiB, 24576 MiB,9.71 W,11.2,2078.56,
0 %, 3 MiB, 24576 MiB,9.64 W,11.0,2079.59,
0 %, 3 MiB, 24576 MiB,10.41 W,10.8,2080.62,
0 %, 3 MiB, 24576 MiB,9.44 W,10.7,2081.66,
0 %, 3 MiB, 24576 MiB,10.92 W,10.8,2082.69,
0 %, 3 MiB, 24576 MiB,10.48 W,11.0,2083.72,
0 %, 3 MiB, 24576 MiB,10.69 W,10.6,2084.76,
0 %, 3 MiB, 24576 MiB,9.67 W,11.0,2085.79,
0 %, 3 MiB, 24576 MiB,9.54 W,11.6,2086.82,
0 %, 3 MiB, 24576 MiB,10.29 W,10.8,2087.86,
0 %, 3 MiB, 24576 MiB,10.28 W,10.8,2088.89,
0 %, 3 MiB, 24576 MiB,10.66 W,11.0,2089.93,
0 %, 3 MiB, 24576 MiB,10.34 W,10.9,2090.96,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,2091.99,
0 %, 3 MiB, 24576 MiB,9.91 W,10.7,2093.03,
0 %, 3 MiB, 24576 MiB,10.08 W,11.2,2094.06,
0 %, 3 MiB, 24576 MiB,10.19 W,11.0,2095.09,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,2096.13,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,2097.16,
0 %, 3 MiB, 24576 MiB,9.87 W,11.2,2098.19,
0 %, 3 MiB, 24576 MiB,10.03 W,10.8,2099.23,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,2100.26,
0 %, 3 MiB, 24576 MiB,9.75 W,11.4,2101.29,
0 %, 3 MiB, 24576 MiB,10.27 W,11.1,2102.33,
0 %, 3 MiB, 24576 MiB,10.50 W,11.1,2103.36,
0 %, 3 MiB, 24576 MiB,9.84 W,10.9,2104.39,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,2105.43,
0 %, 3 MiB, 24576 MiB,9.82 W,11.0,2106.46,
0 %, 3 MiB, 24576 MiB,9.50 W,10.9,2107.49,
0 %, 3 MiB, 24576 MiB,9.67 W,11.1,2108.53,
0 %, 3 MiB, 24576 MiB,9.97 W,11.1,2109.56,
0 %, 3 MiB, 24576 MiB,10.16 W,10.9,2110.6,
0 %, 3 MiB, 24576 MiB,9.52 W,11.1,2111.63,
0 %, 3 MiB, 24576 MiB,9.58 W,10.8,2112.66,
0 %, 3 MiB, 24576 MiB,9.68 W,11.3,2113.7,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,2114.73,
0 %, 3 MiB, 24576 MiB,10.51 W,10.7,2115.76,
0 %, 3 MiB, 24576 MiB,10.55 W,11.7,2116.8,
0 %, 3 MiB, 24576 MiB,10.55 W,10.9,2117.83,
0 %, 3 MiB, 24576 MiB,10.06 W,12.5,2118.86,
0 %, 3 MiB, 24576 MiB,9.98 W,11.1,2119.9,
0 %, 3 MiB, 24576 MiB,9.60 W,10.9,2120.93,
0 %, 3 MiB, 24576 MiB,10.05 W,11.5,2121.97,
0 %, 3 MiB, 24576 MiB,9.94 W,10.9,2123.0,
0 %, 3 MiB, 24576 MiB,10.16 W,11.3,2124.03,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,2125.07,
0 %, 3 MiB, 24576 MiB,10.09 W,10.8,2126.1,
0 %, 3 MiB, 24576 MiB,9.70 W,10.8,2127.13,
0 %, 3 MiB, 24576 MiB,10.26 W,11.1,2128.17,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,2129.2,
0 %, 3 MiB, 24576 MiB,10.58 W,11.0,2130.24,
0 %, 3 MiB, 24576 MiB,10.45 W,11.8,2131.27,
0 %, 3 MiB, 24576 MiB,9.49 W,11.1,2132.3,
0 %, 3 MiB, 24576 MiB,9.66 W,11.1,2133.33,
0 %, 3 MiB, 24576 MiB,9.51 W,10.8,2134.37,
0 %, 3 MiB, 24576 MiB,9.68 W,10.8,2135.4,
